#domain,ioc,uri_path,ip
tcessolution.com,Possible Cobalt Strike C2 Domain,/us.js,91.103.253.48
test.227api.com,Possible Cobalt Strike C2 Domain,/__utm.gif,103.146.141.98
test.227api.com,Possible Cobalt Strike C2 Domain,/__utm.gif,154.83.17.116
test.g-security.cn,Possible Cobalt Strike C2 Domain,/www/handle/doc,43.138.226.44
test.kolunbia.com,Possible Cobalt Strike C2 Domain,/owa/KEWcLUqa3HMDW8EYqD0AIa3V,216.238.74.154
testwscdn.m.37.com,Possible Cobalt Strike C2 Fronted Domain,/azure/api/v2/userinfo/get,39.107.250.164
testwscdn.m.37.com,Possible Cobalt Strike C2 Fronted Domain,/dist/css/bootstrap.min.css,39.107.102.129
thursday.kfc4.icu,Possible Cobalt Strike C2 Fronting Domain,/0RZDKXR/ADGJJ4B3VRSPAV9KC3MXI80OFD.css,8.222.154.119
tourist.healthgradespro.com,Possible Cobalt Strike C2 Domain,/j.ad,3.145.175.2
upbetanetworks.org,Possible Cobalt Strike C2 Domain,/dz,104.168.59.9
upbetanetworks.org,Possible Cobalt Strike C2 Domain,/modules.html,91.103.253.22
upbetanetworks.org,Possible Cobalt Strike C2 Domain,/r_config.html,104.168.59.9
upbetanetworks.org,Possible Cobalt Strike C2 Domain,/r_config.html,91.103.253.22
update.aliyunupdate.work,Possible Cobalt Strike C2 Domain,/jquery-3.3.1.min.js,43.138.73.164
update.edgeupdates.com,Possible Cobalt Strike C2 Domain,/api/getStatus,47.94.206.253
update.microsoftapply.com,Possible Cobalt Strike C2 Domain,/__utm.gif,103.97.177.106
update.microsofthk.com,Possible Cobalt Strike C2 Domain,/load,149.127.215.132
update.microsoftkernel.com,Possible Cobalt Strike C2 Domain,/pixel,149.127.215.132
updatelink.firefoxokt.top,Possible Cobalt Strike C2 Domain,/jquery-3.3.1.min.js,202.95.15.23
utilityupdate.com,Possible Cobalt Strike C2 Domain,/c/msdownload/update/others/2020/10/29136388_,46.30.45.154
v2ray1.mmsy.top,Possible Cobalt Strike C2 Domain,/jquery-3.3.1.min.js,52.253.108.7
v2ray2.mmsy.top,Possible Cobalt Strike C2 Domain,/jquery-3.3.1.min.js,52.253.108.7
version.easthudsoninvestments.com,Possible Cobalt Strike C2 Domain,/j.ad,44.206.245.176
vigorouseuclid.zscaler.skytapdns.com,Possible Cobalt Strike C2 Domain,/visit.js,20.94.177.31
vigorouseuclid.zscaler.skytapdns.com,Possible Cobalt Strike C2 Domain,/visit.js,23.98.137.196
weixin.zjstv.com,Possible Cobalt Strike C2 Fronting Domain,/dist/css/bootstrap.min.css,39.107.102.129
windowsupdate.viewdns.net,Possible Cobalt Strike C2 Domain,/match,139.59.65.211
wps.cncb.info,Possible Cobalt Strike C2 Domain,/updates,35.78.175.21
www.5cq.com,Possible Cobalt Strike C2 Fronted Domain,/link.html,101.43.165.220
www.baidusec.top,Possible Cobalt Strike C2 Domain,/fam_newspaper.js,81.68.152.129
www.bing.com,Possible Cobalt Strike C2 Fronting Domain,/search/,104.238.153.140
www.bing.com,Possible Cobalt Strike C2 Fronting Domain,/search/,23.105.210.39
www.bing.com,Possible Cobalt Strike C2 Fronting Domain,/search/,64.176.7.118
www.fayevalentine.world,Possible Cobalt Strike C2 Domain,/fwlink,123.60.43.138
www.gdstictk.buzz,Possible Cobalt Strike C2 Domain,/pixel,13.52.237.170
www.hongtong502.cn,Possible Cobalt Strike C2 Domain,/r_config,101.43.165.220
www.hongtong502.cn,Possible Cobalt Strike C2 Fronting Domain,/link.html,101.43.165.220
www.jntm.cn.com,Possible Cobalt Strike C2 Domain,/api/3,121.4.111.221
www.leakeddata.site,Possible Cobalt Strike C2 Domain,/fwlink,163.197.217.35
www.leakeddata.site,Possible Cobalt Strike C2 Domain,/pixel,163.197.217.35
www.sitennews.com,Possible Cobalt Strike C2 Domain,/Siten_News/Zous,94.131.118.23
www.test9977.tk,Possible Cobalt Strike C2 Domain,/ca,47.99.177.59
www.test9977.tk,Possible Cobalt Strike C2 Domain,/fwlink,47.99.177.59
www.upgrad3.cc,Possible Cobalt Strike C2 Domain,/visit.js,47.242.203.102
www.weatherths.com,Possible Cobalt Strike C2 Domain,/jquery-3.3.1.min.js,27.124.53.95
www1.ceshi897.cn,Possible Cobalt Strike C2 Domain,/jquery-3.3.1.min.js,45.152.67.162
www2.ceshi897.cn,Possible Cobalt Strike C2 Domain,/jquery-3.3.1.min.js,45.152.67.162
www3.ceshi897.cn,Possible Cobalt Strike C2 Domain,/jquery-3.3.1.min.js,45.152.67.162
y1.changbaishanlab.top,Possible Cobalt Strike C2 Domain,/api/3,123.249.104.83
zx.regsvrsvc.com,Possible Cobalt Strike C2 Domain,/r_config,179.60.149.231
zx.svchostsreg.com,Possible Cobalt Strike C2 Domain,/ki.css,5.188.87.41
