#domain,ioc,uri_path
service-ohpiv7vr-1310764774.bj.apigw.tencentcs.com,Possible Cobalt Strike C2 Domain,/api/x
service-plcnurt7-1300693486.bj.apigw.tencentcs.com,Possible Cobalt Strike C2 Domain,/api/x
service-pvg8218j-1259498982.sh.apigw.tencentcs.com,Possible Cobalt Strike C2 Domain,/api/x
service-ryfvjv9l-1313169921.sh.apigw.tencentcs,Possible Cobalt Strike C2 Domain,/api/getit
sinatxbaidu.oneneo.xyz,Possible Cobalt Strike C2 Domain,/api/3
smss.svchost.co,Possible Cobalt Strike C2 Domain,/jquery-3.3.1.min.js
software.cncb.info,Possible Cobalt Strike C2 Domain,/updates
southwest373-macquarie.online,Possible Cobalt Strike C2 Domain,/5a8b3c9d1/sig_ver
strategigears.com,Possible Cobalt Strike C2 Domain,/en/home/search
study.accesscam.org,Possible Cobalt Strike C2 Domain,/www/handle/doc
study.gleeze.com,Possible Cobalt Strike C2 Domain,/www/handle/doc
support.azrue-mircosoft.com,Possible Cobalt Strike C2 Domain,/rs.html
takaelot.com,Possible Cobalt Strike C2 Domain,/include/template/isx.php
tcar.dnsrd.com,Possible Cobalt Strike C2 Domain,/Def/v4.21/C58XIA75S6
telegramexport.xyz,Possible Cobalt Strike C2 Domain,/dpixel
ternocorg.cf,Possible Cobalt Strike C2 Domain,/load
test.227api.com,Possible Cobalt Strike C2 Domain,/g.pixel
test.g-security.cn,Possible Cobalt Strike C2 Domain,/www/handle/doc
test.gxzf.site,Possible Cobalt Strike C2 Domain,/article/details
tiepanghu.xyz,Possible Cobalt Strike C2 Domain,/api/x
trust.hrtrust.net,Possible Cobalt Strike C2 Fronted Domain,/remove
tube.standof365.cf,Possible Cobalt Strike C2 Domain,/fwlink
tvchanel.org,Possible Cobalt Strike C2 Domain,/www/handle/doc
uhtincswa.cf,Possible Cobalt Strike C2 Domain,/visit.js
un.zxc.rocks,Possible Cobalt Strike C2 Domain,/load
update.aliyunupdate.work,Possible Cobalt Strike C2 Domain,/jquery-3.3.1.min.js
update.microsoftapply.com,Possible Cobalt Strike C2 Domain,/dpixel
update.microsofthk.com,Possible Cobalt Strike C2 Domain,/updates.rss
update.microsoftkernel.com,Possible Cobalt Strike C2 Domain,/ca
update.toythieves.com,Possible Cobalt Strike C2 Fronting Domain,/view.jsp
updatelink.firefoxokt.top,Possible Cobalt Strike C2 Domain,/jquery-3.3.1.min.js
us-central1-noted-processor-340815.cloudfunctions.net,Possible Cobalt Strike C2 Domain,/proxy/en-us/store/api/checkproductinwishlist
usizevuru.biz,Possible Cobalt Strike C2 Fronted Domain,/favicon
v2ray1.mmsy.top,Possible Cobalt Strike C2 Domain,/jquery-3.3.1.min.js
v2ray2.mmsy.top,Possible Cobalt Strike C2 Domain,/jquery-3.3.1.min.js
vegavamyrni.dns.navy,Possible Cobalt Strike C2 Domain,/visit.js
velmeded.com,Possible Cobalt Strike C2 Domain,/ptj
veriernano.com,Possible Cobalt Strike C2 Domain,/ga.js
verify.update.nadra-pk.org,Possible Cobalt Strike C2 Domain,/__utm.gif
vigorouseuclid.zscaler.skytapdns.com,Possible Cobalt Strike C2 Domain,/visit.js
vpn.comchinantp.com,Possible Cobalt Strike C2 Domain,/ca
wbufrkbv.gofunhome.buzz,Possible Cobalt Strike C2 Domain,/bootstrap/5.1.8/js/bootstrap.min.js
wps.cncb.info,Possible Cobalt Strike C2 Domain,/updates
www.16-fa.pw,Possible Cobalt Strike C2 Domain,/api/logout
www.16-fa.pw,Possible Cobalt Strike C2 Fronting Domain,/api/logout
www.51menke.com,Possible Cobalt Strike C2 Fronted Domain,/owa
www.certinstall.cc,Possible Cobalt Strike C2 Domain,/jquery-3.3.1.min.js
www.csyml.cyou,Possible Cobalt Strike C2 Domain,/pixel
www.dangofil.xyz,Possible Cobalt Strike C2 Fronting Domain,/api/logout
www.dnehtb.cn,Possible Cobalt Strike C2 Domain,/admin/facvicon.jpg
www.ggcsg.live,Possible Cobalt Strike C2 Domain,/api/3
www.happynewgamewx.xyz,Possible Cobalt Strike C2 Domain,/jquery-3.3.1.min.js
www.hkuspace.site,Possible Cobalt Strike C2 Domain,/jquery-3.4.2.min.js
www.jntm.cn.com,Possible Cobalt Strike C2 Domain,/api/3
www.linkkedin.life,Possible Cobalt Strike C2 Domain,/jquery-3.3.1.min.js
www.micorsoft.live,Possible Cobalt Strike C2 Domain,/ga.js
www.micrcscft-store.com,Possible Cobalt Strike C2 Domain,/mg
www.microsofer.top,Possible Cobalt Strike C2 Domain,/image/
www.microsoft-info.org,Possible Cobalt Strike C2 Domain,/jquery-3.3.1.min.js
www.oracleup.cc,Possible Cobalt Strike C2 Domain,/g.pixel
www.pcsoft.com.cn,Possible Cobalt Strike C2 Fronted Domain,/owa
www.strategigears.com,Possible Cobalt Strike C2 Domain,/en/home/search
www.taxinfoserv1ices.org,Possible Cobalt Strike C2 Fronting Domain,/api/v2/json/resources/modules/list
www.taxinfoservices.org,Possible Cobalt Strike C2 Fronted Domain,/api/v2/json/resources/modules/list
www.zuimeitianqi.com,Possible Cobalt Strike C2 Fronted Domain,/owa
www1.ceshi897.cn,Possible Cobalt Strike C2 Domain,/jquery-3.3.1.min.js
www2.ceshi897.cn,Possible Cobalt Strike C2 Domain,/jquery-3.3.1.min.js
www3.ceshi897.cn,Possible Cobalt Strike C2 Domain,/jquery-3.3.1.min.js
xianggepeach.f3322.net,Possible Cobalt Strike C2 Domain,/push
xls.freeonline-office.com,Possible Cobalt Strike C2 Domain,/signin
xoyukiveni.co,Possible Cobalt Strike C2 Fronted Domain,/cr.css
yahoo.com.s3.bucket-amazon.com,Possible Cobalt Strike C2 Domain,/signin
zenzero-hqa4hxebf8hjejhg.z01.azurefd.net,Possible Cobalt Strike C2 Domain,/fireprox/messages/KltrLdwRtIpbhvx9e1Oj4YmFpXk8KujT
zero.kdocs.cc,Possible Cobalt Strike C2 Domain,/api/3
zh-cn.imags.microsoft.com.w.kunlunca.com,Possible Cobalt Strike C2 Fronted Domain,/s/ref=nb_sb_noss_1/167-3294888-0262949/field-keywords=books
zh.servicesest.services,Possible Cobalt Strike C2 Domain,/visit.js
zx.vm3dservice.com,Possible Cobalt Strike C2 Domain,/RELEASE.html
