#ip,ioc
182.92.207.125,Possible Cobaltstrike C2 IP
182.92.77.74,Possible Cobaltstrike C2 IP
185.11.61.85,Possible Cobaltstrike C2 IP
185.155.96.178,Possible Cobaltstrike C2 IP
185.158.94.217,Possible Cobaltstrike C2 IP
185.163.116.210,Possible Powershell Empire C2 IP
185.22.154.160,Possible Cobaltstrike C2 IP
185.239.225.87,Possible Cobaltstrike C2 IP
185.3.45.6,Possible Cobaltstrike C2 IP
185.74.222.16,Possible Cobaltstrike C2 IP
188.166.179.67,Possible Cobaltstrike C2 IP
190.123.44.150,Possible Cobaltstrike C2 IP
192.144.198.126,Possible Cobaltstrike C2 IP
192.144.220.12,Possible Cobaltstrike C2 IP
192.227.155.185,Possible Cobaltstrike C2 IP
192.227.178.247,Possible Cobaltstrike C2 IP
192.227.192.231,Possible Cobaltstrike C2 IP
192.3.231.108,Possible Cobaltstrike C2 IP
192.3.76.67,Possible Cobaltstrike C2 IP
192.3.98.52,Possible Cobaltstrike C2 IP
193.178.210.203,Possible Cobaltstrike C2 IP
193.42.24.169,Possible Cobaltstrike C2 IP
193.42.32.143,Possible Cobaltstrike C2 IP
194.135.17.31,Possible Cobaltstrike C2 IP
194.169.175.143,Possible Cobaltstrike C2 IP
194.87.196.50,Possible Cobaltstrike C2 IP
194.87.197.93,Possible Cobaltstrike C2 IP
194.87.213.124,Possible Cobaltstrike C2 IP
195.133.23.90,Possible Cobaltstrike C2 IP
195.133.53.144,Possible Cobaltstrike C2 IP
195.201.43.239,Possible Metasploit C2 IP
195.3.146.183,Possible Metasploit C2 IP
195.85.115.204,Possible Cobaltstrike C2 IP
198.13.34.82,Possible Cobaltstrike C2 IP
198.13.42.85,Possible Cobaltstrike C2 IP
198.167.193.44,Possible Cobaltstrike C2 IP
198.211.104.128,Possible Cobaltstrike C2 IP
198.211.32.231,Possible Cobaltstrike C2 IP
198.211.36.91,Possible Cobaltstrike C2 IP
198.211.58.80,Possible Cobaltstrike C2 IP
198.23.148.35,Possible Cobaltstrike C2 IP
198.46.189.193,Possible Cobaltstrike C2 IP
198.46.190.21,Possible Cobaltstrike C2 IP
198.46.226.96,Possible Cobaltstrike C2 IP
198.46.226.97,Possible Cobaltstrike C2 IP
198.46.228.194,Possible Cobaltstrike C2 IP
198.46.228.195,Possible Cobaltstrike C2 IP
198.55.102.40,Possible Cobaltstrike C2 IP
198.98.52.184,Possible Cobaltstrike C2 IP
199.195.251.219,Possible Cobaltstrike C2 IP
2.58.15.233,Possible Cobaltstrike C2 IP
20.106.152.87,Possible Cobaltstrike C2 IP
20.106.253.207,Possible Cobaltstrike C2 IP
20.210.117.28,Possible Cobaltstrike C2 IP
20.234.154.190,Possible Cobaltstrike C2 IP
20.24.65.23,Possible Cobaltstrike C2 IP
20.51.147.96,Possible Cobaltstrike C2 IP
20.61.76.122,Possible Cobaltstrike C2 IP
20.83.148.22,Possible Cobaltstrike C2 IP
20.90.138.102,Possible Cobaltstrike C2 IP
20.94.177.31,Possible Cobaltstrike C2 IP
202.95.15.23,Possible Cobaltstrike C2 IP
203.25.119.216,Possible Cobaltstrike C2 IP
204.10.120.109,Possible Cobaltstrike C2 IP
204.236.138.252,Possible Cobaltstrike C2 IP
205.185.113.46,Possible Cobaltstrike C2 IP
205.185.123.233,Possible Cobaltstrike C2 IP
206.217.136.53,Possible Metasploit C2 IP
206.237.30.76,Possible Cobaltstrike C2 IP
206.238.42.198,Possible Cobaltstrike C2 IP
207.244.234.206,Possible Cobaltstrike C2 IP
208.70.74.144,Possible Cobaltstrike C2 IP
208.70.76.100,Possible Cobaltstrike C2 IP
208.85.22.196,Possible Cobaltstrike C2 IP
209.97.135.107,Possible Cobaltstrike C2 IP
210.209.125.194,Possible Cobaltstrike C2 IP
211.149.186.220,Possible Cobaltstrike C2 IP
213.61.251.56,Possible Cobaltstrike C2 IP
216.238.74.154,Possible Cobaltstrike C2 IP
216.238.85.128,Possible Cobaltstrike C2 IP
217.199.103.213,Possible Metasploit C2 IP
218.29.106.204,Possible Cobaltstrike C2 IP
218.93.155.39,Possible Cobaltstrike C2 IP
221.160.250.219,Possible Cobaltstrike C2 IP
23.105.210.39,Possible Cobaltstrike C2 IP
23.106.122.96,Possible Metasploit C2 IP
23.106.215.237,Possible Cobaltstrike C2 IP
23.106.223.143,Possible Cobaltstrike C2 IP
23.108.57.45,Possible Cobaltstrike C2 IP
23.224.90.150,Possible Cobaltstrike C2 IP
23.225.40.130,Possible Cobaltstrike C2 IP
23.225.40.132,Possible Cobaltstrike C2 IP
23.225.40.133,Possible Cobaltstrike C2 IP
23.225.40.134,Possible Cobaltstrike C2 IP
23.234.254.155,Possible Cobaltstrike C2 IP
23.91.97.112,Possible Cobaltstrike C2 IP
23.92.208.51,Possible Cobaltstrike C2 IP
23.94.194.163,Possible Cobaltstrike C2 IP
23.94.212.118,Possible Cobaltstrike C2 IP
23.95.107.200,Possible Cobaltstrike C2 IP
23.95.41.69,Possible Cobaltstrike C2 IP
23.95.44.80,Possible Cobaltstrike C2 IP
23.96.87.33,Possible Cobaltstrike C2 IP
23.98.137.196,Possible Cobaltstrike C2 IP
2600:1f16:a1:f00:a05a:a726:7099:c655,Possible Cobaltstrike C2 IP
3.137.214.117,Possible Cobaltstrike C2 IP
3.22.216.255,Possible Cobaltstrike C2 IP
3.237.41.66,Possible Cobaltstrike C2 IP
3.71.182.253,Possible Cobaltstrike C2 IP
3.98.128.3,Possible Cobaltstrike C2 IP
31.170.22.88,Possible Metasploit C2 IP
31.31.76.57,Possible Metasploit C2 IP
31.44.184.100,Possible Cobaltstrike C2 IP
31.44.184.102,Possible Cobaltstrike C2 IP
31.44.184.241,Possible Cobaltstrike C2 IP
31.44.184.39,Possible Cobaltstrike C2 IP
31.44.184.63,Possible Cobaltstrike C2 IP
31.44.184.73,Possible Cobaltstrike C2 IP
31.44.184.74,Possible Cobaltstrike C2 IP
31.44.184.82,Possible Cobaltstrike C2 IP
34.125.1.141,Possible Cobaltstrike C2 IP
34.226.249.189,Possible Cobaltstrike C2 IP
34.227.160.177,Possible Metasploit C2 IP
34.238.123.45,Possible Metasploit C2 IP
34.251.142.170,Possible Cobaltstrike C2 IP
34.92.14.11,Possible Cobaltstrike C2 IP
34.92.206.127,Possible Cobaltstrike C2 IP
35.223.26.128,Possible Cobaltstrike C2 IP
35.78.175.21,Possible Cobaltstrike C2 IP
36.110.138.149,Possible Cobaltstrike C2 IP
36.139.58.168,Possible Cobaltstrike C2 IP
36.140.61.132,Possible Cobaltstrike C2 IP
36.140.73.231,Possible Cobaltstrike C2 IP
36.154.179.146,Possible Cobaltstrike C2 IP
36.26.79.22,Possible Cobaltstrike C2 IP
36.99.39.121,Possible Cobaltstrike C2 IP
37.139.129.44,Possible Cobaltstrike C2 IP
37.97.162.219,Possible Cobaltstrike C2 IP
38.147.172.79,Possible Cobaltstrike C2 IP
38.180.9.132,Possible Metasploit C2 IP
38.55.214.200,Possible Cobaltstrike C2 IP
38.60.146.51,Possible Cobaltstrike C2 IP
39.101.66.165,Possible Cobaltstrike C2 IP
39.101.76.53,Possible Cobaltstrike C2 IP
39.102.32.121,Possible Cobaltstrike C2 IP
39.103.189.229,Possible Cobaltstrike C2 IP
39.104.26.48,Possible Cobaltstrike C2 IP
39.105.107.87,Possible Cobaltstrike C2 IP
39.105.191.1,Possible Cobaltstrike C2 IP
39.105.223.243,Possible Cobaltstrike C2 IP
39.105.231.22,Possible Cobaltstrike C2 IP
39.105.31.104,Possible Cobaltstrike C2 IP
39.105.41.51,Possible Cobaltstrike C2 IP
39.107.242.125,Possible Cobaltstrike C2 IP
39.107.242.130,Possible Cobaltstrike C2 IP
39.107.250.164,Possible Cobaltstrike C2 IP
39.107.32.219,Possible Cobaltstrike C2 IP
39.107.70.26,Possible Cobaltstrike C2 IP
39.98.107.227,Possible Cobaltstrike C2 IP
39.98.157.4,Possible Cobaltstrike C2 IP
39.99.242.16,Possible Cobaltstrike C2 IP
4.193.101.51,Possible Cobaltstrike C2 IP
4.194.41.34,Possible Cobaltstrike C2 IP
4.227.219.178,Possible Cobaltstrike C2 IP
40.71.183.149,Possible Cobaltstrike C2 IP
40.76.33.42,Possible Cobaltstrike C2 IP
40.76.35.61,Possible Cobaltstrike C2 IP
40.88.43.171,Possible Cobaltstrike C2 IP
42.192.16.196,Possible Cobaltstrike C2 IP
42.192.38.240,Possible Cobaltstrike C2 IP
42.192.86.94,Possible Cobaltstrike C2 IP
42.193.101.234,Possible Cobaltstrike C2 IP
42.193.139.221,Possible Cobaltstrike C2 IP
42.193.178.194,Possible Cobaltstrike C2 IP
42.193.252.92,Possible Cobaltstrike C2 IP
42.193.44.136,Possible Cobaltstrike C2 IP
42.193.98.44,Possible Cobaltstrike C2 IP
42.194.199.231,Possible Cobaltstrike C2 IP
42.51.40.232,Possible Cobaltstrike C2 IP
42.51.45.187,Possible Cobaltstrike C2 IP
42.51.45.241,Possible Cobaltstrike C2 IP
43.128.106.190,Possible Cobaltstrike C2 IP
43.128.115.54,Possible Cobaltstrike C2 IP
43.129.181.83,Possible Cobaltstrike C2 IP
43.129.239.195,Possible Cobaltstrike C2 IP
43.134.114.253,Possible Cobaltstrike C2 IP
43.134.228.170,Possible Cobaltstrike C2 IP
43.136.36.91,Possible Cobaltstrike C2 IP
43.136.40.179,Possible Cobaltstrike C2 IP
43.136.51.172,Possible Cobaltstrike C2 IP
43.136.62.170,Possible Metasploit C2 IP
43.136.84.234,Possible Cobaltstrike C2 IP
43.136.93.47,Possible Metasploit C2 IP
43.137.41.57,Possible Cobaltstrike C2 IP
43.138.104.220,Possible Cobaltstrike C2 IP
43.138.118.67,Possible Cobaltstrike C2 IP
43.138.121.2,Possible Cobaltstrike C2 IP
43.138.150.136,Possible Cobaltstrike C2 IP
43.138.173.11,Possible Cobaltstrike C2 IP
43.138.188.41,Possible Cobaltstrike C2 IP
43.138.21.132,Possible Cobaltstrike C2 IP
43.138.212.90,Possible Cobaltstrike C2 IP
43.138.226.44,Possible Cobaltstrike C2 IP
43.138.230.201,Possible Cobaltstrike C2 IP
43.138.231.237,Possible Cobaltstrike C2 IP
43.138.233.12,Possible Cobaltstrike C2 IP
43.138.234.113,Possible Cobaltstrike C2 IP
43.138.245.248,Possible Cobaltstrike C2 IP
43.138.251.32,Possible Cobaltstrike C2 IP
43.138.30.109,Possible Cobaltstrike C2 IP
43.138.36.61,Possible Cobaltstrike C2 IP
43.138.5.73,Possible Cobaltstrike C2 IP
43.138.54.55,Possible Cobaltstrike C2 IP
43.138.66.111,Possible Cobaltstrike C2 IP
43.138.66.231,Possible Cobaltstrike C2 IP
43.138.72.70,Possible Cobaltstrike C2 IP
43.138.73.164,Possible Cobaltstrike C2 IP
43.138.75.234,Possible Cobaltstrike C2 IP
43.138.77.115,Possible Cobaltstrike C2 IP
43.139.109.13,Possible Cobaltstrike C2 IP
43.139.116.197,Possible Cobaltstrike C2 IP
43.139.117.224,Possible Cobaltstrike C2 IP
43.139.136.224,Possible Cobaltstrike C2 IP
43.139.140.135,Possible Cobaltstrike C2 IP
43.139.146.60,Possible Cobaltstrike C2 IP
43.139.175.33,Possible Cobaltstrike C2 IP
43.139.18.81,Possible Cobaltstrike C2 IP
43.139.180.193,Possible Cobaltstrike C2 IP
43.139.185.135,Possible Cobaltstrike C2 IP
43.139.190.82,Possible Cobaltstrike C2 IP
43.139.2.181,Possible Cobaltstrike C2 IP
43.139.235.226,Possible Cobaltstrike C2 IP
43.139.246.195,Possible Cobaltstrike C2 IP
43.139.52.123,Possible Cobaltstrike C2 IP
43.139.56.249,Possible Cobaltstrike C2 IP
43.139.70.248,Possible Cobaltstrike C2 IP
43.140.203.226,Possible Cobaltstrike C2 IP
43.142.143.59,Possible Cobaltstrike C2 IP
43.142.241.70,Possible Cobaltstrike C2 IP
43.142.60.207,Possible Cobaltstrike C2 IP
43.142.74.172,Possible Cobaltstrike C2 IP
43.143.145.131,Possible Cobaltstrike C2 IP
43.143.148.198,Possible Cobaltstrike C2 IP
43.143.153.235,Possible Cobaltstrike C2 IP
43.143.172.113,Possible Cobaltstrike C2 IP
43.143.177.96,Possible Cobaltstrike C2 IP
43.143.194.137,Possible Cobaltstrike C2 IP
43.143.221.53,Possible Cobaltstrike C2 IP
43.143.246.164,Possible Cobaltstrike C2 IP
43.143.248.98,Possible Cobaltstrike C2 IP
43.143.47.110,Possible Cobaltstrike C2 IP
43.143.6.159,Possible Cobaltstrike C2 IP
43.143.63.199,Possible Cobaltstrike C2 IP
43.153.173.61,Possible Cobaltstrike C2 IP
43.153.222.28,Possible Cobaltstrike C2 IP
43.154.14.120,Possible Cobaltstrike C2 IP
43.154.18.45,Possible Cobaltstrike C2 IP
43.154.27.211,Possible Cobaltstrike C2 IP
43.154.29.198,Possible Cobaltstrike C2 IP
43.154.52.127,Possible Cobaltstrike C2 IP
43.154.86.154,Possible Cobaltstrike C2 IP
43.155.75.235,Possible Cobaltstrike C2 IP
43.156.232.7,Possible Cobaltstrike C2 IP
43.156.35.15,Possible Cobaltstrike C2 IP
43.156.35.4,Possible Cobaltstrike C2 IP
43.156.59.135,Possible Cobaltstrike C2 IP
44.198.16.37,Possible Cobaltstrike C2 IP
44.206.245.176,Possible Cobaltstrike C2 IP
44.211.149.61,Possible Cobaltstrike C2 IP
44.211.200.71,Possible Cobaltstrike C2 IP
45.12.138.94,Possible Cobaltstrike C2 IP
45.12.138.95,Possible Cobaltstrike C2 IP
45.135.117.110,Possible Cobaltstrike C2 IP
45.135.118.251,Possible Cobaltstrike C2 IP
45.136.255.189,Possible Cobaltstrike C2 IP
45.145.228.117,Possible Cobaltstrike C2 IP
45.152.65.55,Possible Cobaltstrike C2 IP
45.152.66.95,Possible Cobaltstrike C2 IP
45.152.67.162,Possible Cobaltstrike C2 IP
45.153.240.231,Possible Metasploit C2 IP
45.207.49.59,Possible Cobaltstrike C2 IP
45.227.255.38,Possible Cobaltstrike C2 IP
45.32.253.112,Possible Cobaltstrike C2 IP
45.32.35.169,Possible Cobaltstrike C2 IP
45.32.42.214,Possible Metasploit C2 IP
45.32.65.63,Possible Metasploit C2 IP
45.55.131.52,Possible Cobaltstrike C2 IP
45.55.61.11,Possible PoshC2 IP
45.76.125.214,Possible Cobaltstrike C2 IP
45.77.24.248,Possible Cobaltstrike C2 IP
45.77.247.144,Possible Cobaltstrike C2 IP
45.79.125.241,Possible Cobaltstrike C2 IP
45.81.128.183,Possible Cobaltstrike C2 IP
45.82.78.106,Possible Cobaltstrike C2 IP
45.85.77.189,Possible Cobaltstrike C2 IP
45.92.158.220,Possible Cobaltstrike C2 IP
45.94.42.61,Possible Cobaltstrike C2 IP
45.95.172.83,Possible Cobaltstrike C2 IP
46.101.192.239,Possible Metasploit C2 IP
46.161.27.160,Possible Cobaltstrike C2 IP
46.183.219.233,Possible Metasploit C2 IP
46.21.153.175,Possible Cobaltstrike C2 IP
46.30.43.121,Possible Cobaltstrike C2 IP
47.100.170.9,Possible Cobaltstrike C2 IP
47.100.190.135,Possible Cobaltstrike C2 IP
47.100.215.156,Possible Cobaltstrike C2 IP
47.100.87.106,Possible Cobaltstrike C2 IP
47.101.170.17,Possible Cobaltstrike C2 IP
47.101.41.158,Possible Cobaltstrike C2 IP
47.102.156.247,Possible Cobaltstrike C2 IP
47.103.106.214,Possible Cobaltstrike C2 IP
47.103.13.224,Possible Cobaltstrike C2 IP
47.103.213.209,Possible Cobaltstrike C2 IP
47.104.239.124,Possible Cobaltstrike C2 IP
47.106.117.218,Possible Cobaltstrike C2 IP
47.106.123.86,Possible Cobaltstrike C2 IP
47.106.161.16,Possible Cobaltstrike C2 IP
47.106.171.201,Possible Cobaltstrike C2 IP
47.108.106.199,Possible Cobaltstrike C2 IP
47.108.142.27,Possible Cobaltstrike C2 IP
47.108.164.9,Possible Cobaltstrike C2 IP
47.108.183.70,Possible Cobaltstrike C2 IP
47.108.183.77,Possible Cobaltstrike C2 IP
47.108.193.56,Possible Cobaltstrike C2 IP
47.108.79.21,Possible Cobaltstrike C2 IP
47.109.19.188,Possible Cobaltstrike C2 IP
47.109.70.144,Possible Cobaltstrike C2 IP
47.109.85.219,Possible Cobaltstrike C2 IP
47.111.99.111,Possible Cobaltstrike C2 IP
47.112.227.200,Possible Cobaltstrike C2 IP
47.113.147.223,Possible Cobaltstrike C2 IP
47.113.204.127,Possible Cobaltstrike C2 IP
47.113.224.225,Possible Cobaltstrike C2 IP
47.115.206.141,Possible Cobaltstrike C2 IP
47.115.214.195,Possible Cobaltstrike C2 IP
47.115.215.26,Possible Cobaltstrike C2 IP
47.115.218.187,Possible Cobaltstrike C2 IP
47.115.219.93,Possible Cobaltstrike C2 IP
47.115.50.66,Possible Cobaltstrike C2 IP
47.116.73.197,Possible Cobaltstrike C2 IP
47.117.163.173,Possible Cobaltstrike C2 IP
47.118.48.188,Possible Cobaltstrike C2 IP
47.120.10.96,Possible Cobaltstrike C2 IP
47.120.2.120,Possible Cobaltstrike C2 IP
47.120.9.35,Possible Cobaltstrike C2 IP
47.122.10.149,Possible Cobaltstrike C2 IP
47.206.167.222,Possible Cobaltstrike C2 IP
47.236.19.63,Possible Cobaltstrike C2 IP
47.236.24.0,Possible Cobaltstrike C2 IP
47.241.225.61,Possible Cobaltstrike C2 IP
47.242.203.102,Possible Cobaltstrike C2 IP
47.242.241.35,Possible Cobaltstrike C2 IP
47.242.41.223,Possible Cobaltstrike C2 IP
47.243.104.189,Possible Cobaltstrike C2 IP
47.243.139.176,Possible Cobaltstrike C2 IP
47.243.175.24,Possible Cobaltstrike C2 IP
47.244.167.171,Possible Cobaltstrike C2 IP
47.251.36.32,Possible Cobaltstrike C2 IP
47.47.34.249,Possible Cobaltstrike C2 IP
47.75.108.68,Possible Cobaltstrike C2 IP
47.92.128.8,Possible Cobaltstrike C2 IP
47.92.198.186,Possible Cobaltstrike C2 IP
47.92.229.165,Possible Cobaltstrike C2 IP
47.92.97.171,Possible Cobaltstrike C2 IP
47.93.102.149,Possible Cobaltstrike C2 IP
47.93.51.191,Possible Cobaltstrike C2 IP
47.93.60.109,Possible Cobaltstrike C2 IP
47.93.63.179,Possible Cobaltstrike C2 IP
47.94.215.220,Possible Cobaltstrike C2 IP
47.94.43.210,Possible Cobaltstrike C2 IP
47.95.201.157,Possible Cobaltstrike C2 IP
47.95.221.112,Possible Cobaltstrike C2 IP
47.97.222.10,Possible Cobaltstrike C2 IP
47.98.113.242,Possible Cobaltstrike C2 IP
47.98.173.89,Possible Cobaltstrike C2 IP
47.98.220.25,Possible Cobaltstrike C2 IP
47.98.249.254,Possible Cobaltstrike C2 IP
47.99.105.250,Possible Cobaltstrike C2 IP
47.99.147.223,Possible Cobaltstrike C2 IP
47.99.151.68,Possible Cobaltstrike C2 IP
47.99.57.95,Possible Cobaltstrike C2 IP
49.232.3.46,Possible Cobaltstrike C2 IP
49.232.67.116,Possible Cobaltstrike C2 IP
49.232.90.103,Possible Cobaltstrike C2 IP
49.233.56.4,Possible Cobaltstrike C2 IP
49.233.62.180,Possible Cobaltstrike C2 IP
49.234.22.80,Possible Cobaltstrike C2 IP
49.234.41.63,Possible Cobaltstrike C2 IP
49.7.131.69,Possible Cobaltstrike C2 IP
49.7.207.141,Possible Cobaltstrike C2 IP
5.182.38.207,Possible Cobaltstrike C2 IP
5.188.87.39,Possible Cobaltstrike C2 IP
50.17.149.220,Possible Cobaltstrike C2 IP
50.93.205.252,Possible Cobaltstrike C2 IP
51.178.9.40,Possible Metasploit C2 IP
51.79.207.53,Possible Cobaltstrike C2 IP
51.79.214.246,Possible Cobaltstrike C2 IP
52.14.74.190,Possible Cobaltstrike C2 IP
52.18.207.109,Possible PoshC2 IP
52.190.16.160,Possible Cobaltstrike C2 IP
52.191.69.145,Possible Cobaltstrike C2 IP
52.224.110.232,Possible Cobaltstrike C2 IP
52.253.108.7,Possible Cobaltstrike C2 IP
52.255.158.56,Possible Cobaltstrike C2 IP
52.78.207.108,Possible Cobaltstrike C2 IP
54.145.9.123,Possible Cobaltstrike C2 IP
54.149.61.80,Possible Cobaltstrike C2 IP
54.165.147.46,Possible Cobaltstrike C2 IP
54.172.116.21,Possible Cobaltstrike C2 IP
54.196.194.166,Possible Cobaltstrike C2 IP
54.199.248.162,Possible Cobaltstrike C2 IP
54.226.3.99,Possible Cobaltstrike C2 IP
54.226.51.227,Possible Cobaltstrike C2 IP
54.234.158.24,Possible Cobaltstrike C2 IP
58.87.99.181,Possible Cobaltstrike C2 IP
59.110.172.50,Possible Cobaltstrike C2 IP
59.110.235.230,Possible Cobaltstrike C2 IP
59.110.46.22,Possible Cobaltstrike C2 IP
60.188.56.136,Possible Cobaltstrike C2 IP
60.204.133.143,Possible Cobaltstrike C2 IP
60.204.139.246,Possible Cobaltstrike C2 IP
60.204.147.23,Possible Cobaltstrike C2 IP
60.204.151.115,Possible Cobaltstrike C2 IP
60.204.151.215,Possible Cobaltstrike C2 IP
60.204.156.77,Possible Cobaltstrike C2 IP
60.204.200.204,Possible Cobaltstrike C2 IP
61.136.208.3,Possible Cobaltstrike C2 IP
61.141.222.100,Possible Cobaltstrike C2 IP
62.234.182.35,Possible Cobaltstrike C2 IP
62.234.206.247,Possible Cobaltstrike C2 IP
62.234.209.82,Possible Cobaltstrike C2 IP
62.234.3.193,Possible Cobaltstrike C2 IP
62.72.7.108,Possible Metasploit C2 IP
64.176.35.130,Possible Cobaltstrike C2 IP
64.176.7.118,Possible Cobaltstrike C2 IP
64.225.68.127,Possible Metasploit C2 IP
64.227.18.171,Possible Cobaltstrike C2 IP
64.44.102.84,Possible Cobaltstrike C2 IP
64.44.97.110,Possible Cobaltstrike C2 IP
64.94.211.20,Possible Cobaltstrike C2 IP
66.175.213.178,Possible Cobaltstrike C2 IP
66.29.131.147,Possible Cobaltstrike C2 IP
66.63.188.13,Possible Cobaltstrike C2 IP
68.178.202.230,Possible Cobaltstrike C2 IP
68.178.203.239,Possible Cobaltstrike C2 IP
68.178.204.133,Possible Cobaltstrike C2 IP
68.183.19.39,Possible Metasploit C2 IP
68.183.237.202,Possible Cobaltstrike C2 IP
68.183.252.141,Possible Powershell Empire C2 IP
70.52.109.122,Possible Metasploit C2 IP
72.10.160.162,Possible Metasploit C2 IP
72.10.160.163,Possible Metasploit C2 IP
72.10.160.164,Possible Metasploit C2 IP
72.10.160.165,Possible Metasploit C2 IP
72.10.160.166,Possible Metasploit C2 IP
72.38.97.86,Possible Metasploit C2 IP
77.105.146.38,Possible Cobaltstrike C2 IP
77.242.250.36,Possible Cobaltstrike C2 IP
78.37.119.98,Possible Metasploit C2 IP
79.124.40.70,Possible Cobaltstrike C2 IP
79.137.192.1,Possible Cobaltstrike C2 IP
8.129.237.254,Possible Cobaltstrike C2 IP
8.130.107.128,Possible Cobaltstrike C2 IP
8.130.18.110,Possible Cobaltstrike C2 IP
8.130.66.2,Possible Cobaltstrike C2 IP
8.130.75.152,Possible Cobaltstrike C2 IP
8.130.84.57,Possible Cobaltstrike C2 IP
8.131.118.10,Possible Cobaltstrike C2 IP
8.134.122.165,Possible Cobaltstrike C2 IP
8.134.209.29,Possible Cobaltstrike C2 IP
8.134.96.195,Possible Cobaltstrike C2 IP
8.135.112.178,Possible Cobaltstrike C2 IP
8.135.97.155,Possible Cobaltstrike C2 IP
8.136.201.3,Possible Cobaltstrike C2 IP
8.137.97.92,Possible Cobaltstrike C2 IP
8.140.12.158,Possible Cobaltstrike C2 IP
8.140.37.238,Possible Cobaltstrike C2 IP
8.140.50.236,Possible Cobaltstrike C2 IP
8.142.117.220,Possible Cobaltstrike C2 IP
8.143.2.128,Possible Cobaltstrike C2 IP
8.210.2.157,Possible Cobaltstrike C2 IP
8.212.44.149,Possible Cobaltstrike C2 IP
8.212.49.116,Possible Cobaltstrike C2 IP
8.217.147.50,Possible Cobaltstrike C2 IP
8.218.129.91,Possible Cobaltstrike C2 IP
8.218.203.72,Possible Cobaltstrike C2 IP
8.218.250.197,Possible Cobaltstrike C2 IP
8.218.28.246,Possible Cobaltstrike C2 IP
8.219.185.16,Possible Cobaltstrike C2 IP
8.219.207.66,Possible Cobaltstrike C2 IP
8.222.245.215,Possible Cobaltstrike C2 IP
80.66.75.53,Possible Cobaltstrike C2 IP
80.66.88.127,Possible Cobaltstrike C2 IP
81.17.20.66,Possible Metasploit C2 IP
81.19.137.0,Possible Cobaltstrike C2 IP
81.68.106.68,Possible Cobaltstrike C2 IP
81.68.115.220,Possible Cobaltstrike C2 IP
81.68.116.198,Possible Cobaltstrike C2 IP
81.68.121.207,Possible Cobaltstrike C2 IP
81.68.186.243,Possible Cobaltstrike C2 IP
81.68.215.53,Possible Cobaltstrike C2 IP
81.68.225.136,Possible Cobaltstrike C2 IP
81.68.227.204,Possible Cobaltstrike C2 IP
81.68.232.146,Possible Cobaltstrike C2 IP
81.68.241.8,Possible Cobaltstrike C2 IP
81.68.248.129,Possible Cobaltstrike C2 IP
81.68.249.97,Possible Cobaltstrike C2 IP
81.69.18.115,Possible Cobaltstrike C2 IP
81.69.221.247,Possible Cobaltstrike C2 IP
81.69.96.149,Possible Cobaltstrike C2 IP
81.70.11.25,Possible Cobaltstrike C2 IP
81.70.135.239,Possible Cobaltstrike C2 IP
81.70.167.153,Possible Cobaltstrike C2 IP
81.70.242.236,Possible Cobaltstrike C2 IP
81.70.253.205,Possible Cobaltstrike C2 IP
81.70.29.244,Possible Cobaltstrike C2 IP
81.70.3.30,Possible Cobaltstrike C2 IP
81.71.69.178,Possible Cobaltstrike C2 IP
82.156.148.34,Possible Cobaltstrike C2 IP
82.156.157.156,Possible Cobaltstrike C2 IP
82.156.166.154,Possible Cobaltstrike C2 IP
82.156.177.149,Possible Cobaltstrike C2 IP
82.156.225.16,Possible Cobaltstrike C2 IP
82.156.28.224,Possible Cobaltstrike C2 IP
82.156.55.208,Possible Cobaltstrike C2 IP
82.156.67.15,Possible Cobaltstrike C2 IP
82.157.101.73,Possible Cobaltstrike C2 IP
82.157.125.21,Possible Cobaltstrike C2 IP
82.157.138.249,Possible Cobaltstrike C2 IP
82.157.145.234,Possible Cobaltstrike C2 IP
82.157.147.131,Possible Cobaltstrike C2 IP
82.157.157.230,Possible Cobaltstrike C2 IP
82.157.17.183,Possible Cobaltstrike C2 IP
82.157.173.159,Possible Cobaltstrike C2 IP
82.157.195.150,Possible Cobaltstrike C2 IP
82.157.63.28,Possible Cobaltstrike C2 IP
82.157.66.32,Possible Cobaltstrike C2 IP
82.157.7.213,Possible Cobaltstrike C2 IP
83.212.86.169,Possible Metasploit C2 IP
85.10.134.79,Possible Cobaltstrike C2 IP
85.175.101.203,Possible Cobaltstrike C2 IP
88.214.26.100,Possible Cobaltstrike C2 IP
88.214.26.54,Possible Cobaltstrike C2 IP
89.147.110.174,Possible Cobaltstrike C2 IP
91.103.253.37,Possible Cobaltstrike C2 IP
91.103.253.48,Possible Cobaltstrike C2 IP
91.103.253.70,Possible Cobaltstrike C2 IP
91.103.253.98,Possible Cobaltstrike C2 IP
91.207.183.54,Possible Cobaltstrike C2 IP
91.213.50.110,Possible Cobaltstrike C2 IP
91.215.85.222,Possible Cobaltstrike C2 IP
91.219.215.6,Possible Metasploit C2 IP
91.238.181.251,Possible Cobaltstrike C2 IP
92.63.196.45,Possible Cobaltstrike C2 IP
92.63.196.48,Possible Cobaltstrike C2 IP
93.179.127.146,Possible Cobaltstrike C2 IP
93.95.225.253,Possible Metasploit C2 IP
94.131.113.34,Possible Cobaltstrike C2 IP
94.131.113.69,Possible Cobaltstrike C2 IP
94.156.253.25,Possible Cobaltstrike C2 IP
94.156.253.26,Possible Cobaltstrike C2 IP
94.23.255.82,Possible Metasploit C2 IP
94.242.61.116,Possible Metasploit C2 IP
