#domain,ioc,uri_path
www.oracleup.cc,Possible Cobalt Strike C2 Domain,/g.pixel
www.pcsoft.com.cn,Possible Cobalt Strike C2 Fronted Domain,/owa
www.qaxnbyyds.shop,Possible Cobalt Strike C2 Domain,/api/x
www.servicedesk-internal.com,Possible Cobalt Strike C2 Domain,/__utm.gif
www.strategigears.com,Possible Cobalt Strike C2 Domain,/en/home/search
www.taxinfoserv1ices.org,Possible Cobalt Strike C2 Fronting Domain,/api/v2/json/resources/modules/list
www.taxinfoservices.org,Possible Cobalt Strike C2 Fronted Domain,/api/v2/json/resources/modules/list
www.union-pay.vip,Possible Cobalt Strike C2 Domain,/static/skin/js/jquery-3.3.1.min.js
www.updategateway.com,Possible Cobalt Strike C2 Fronted Domain,/jquery-3.3.1.min.js
www.windowupdates.one,Possible Cobalt Strike C2 Domain,/s/ref=nb_sb_noss_1/167-3294888-0262949/field-keywords=books
www.zuimeitianqi.com,Possible Cobalt Strike C2 Fronted Domain,/owa
www1.ceshi897.cn,Possible Cobalt Strike C2 Domain,/jquery-3.3.1.min.js
www2.ceshi897.cn,Possible Cobalt Strike C2 Domain,/jquery-3.3.1.min.js
www3.ceshi897.cn,Possible Cobalt Strike C2 Domain,/jquery-3.3.1.min.js
xianggepeach.f3322.net,Possible Cobalt Strike C2 Domain,/push
xisowah.info,Possible Cobalt Strike C2 Domain,/put/util/AXXRV7P4
xls.freeonline-office.com,Possible Cobalt Strike C2 Domain,/signin
xoyukiveni.co,Possible Cobalt Strike C2 Fronted Domain,/cr.css
yahoo.com.s3.bucket-amazon.com,Possible Cobalt Strike C2 Domain,/signin
ys.myhome.xin,Possible Cobalt Strike C2 Domain,/jquery-3.3.1.min.js
zenzero-hqa4hxebf8hjejhg.z01.azurefd.net,Possible Cobalt Strike C2 Domain,/fireprox/messages/KltrLdwRtIpbhvx9e1Oj4YmFpXk8KujT
zero.kdocs.cc,Possible Cobalt Strike C2 Domain,/api/3
zh-cn.imags.microsoft.com,Possible Cobalt Strike C2 Fronting Domain,/s/ref=nb_sb_noss_1/167-3294888-0262949/field-keywords=books
zh-cn.imags.microsoft.com.w.kunlunca.com,Possible Cobalt Strike C2 Fronted Domain,/s/ref=nb_sb_noss_1/167-3294888-0262949/field-keywords=books
zh.servicesest.services,Possible Cobalt Strike C2 Domain,/visit.js
zjgsedu.fyi,Possible Cobalt Strike C2 Domain,/include/template/isx.php
zx.dsvchost.com,Possible Cobalt Strike C2 Domain,/temp
zx.sortx2.com,Possible Cobalt Strike C2 Domain,/ml
zx.vm3dservice.com,Possible Cobalt Strike C2 Domain,/RELEASE.html
